anno_idx,imdbid,text_gt,text_gt_wo_char,gt_action
2308,tt1256034,A male character walks up.,He walks up.,['He walks up.']
2309,tt1256034,Leonard's character lies with his head chopped off.,His character lies with his head chopped off.,['His character lies with his head chopped off.']
2310,tt1256034,"The man looks Sheldon up and down, then takes out a pen and writes his number on Sheldon's left palm.","The man looks him up and down, then takes out a pen and writes his number on his left palm.","['The man looks him up and down.', 'The man takes out a pen and writes his number on his left palm.']"
2311,tt1256034,Sheldon turns back to his friends and holds up his hand.,He turns back to his friends and holds up his hand.,"['He turns back to his friends.', 'He holds up his hand.']"
2312,tt1256034,Sheldon sits on the sofa beside her.,He sits on the sofa beside her.,['He sits on the sofa beside her.']
2313,tt1256034,Sheldon creates an online dating profile for Penny.,He creates an online dating profile for her.,"['He creates an online dating profile.', 'He does it for her.']"
2314,tt1256034,A brown-haired man sits on the sofa.,He sits on the sofa.,['He sits on the sofa.']
2315,tt1256034,Leonard leads Sheldon into the kitchen.,He leads him into the kitchen.,['He leads him into the kitchen.']
2316,tt1256034,She leaves without even looking at Tom.,She leaves without even looking at him.,['She leaves without even looking at him.']
2317,tt1256035,Raj smiles.,He smiles.,['He smiles.']
2318,tt1256035,Raj sits.,He sits.,['He sits.']
2319,tt1256035,"In general, yes.","In general, yes.","['In general, yes.']"
2320,tt1256035,Sheldon forces a wide smile.,He forces a wide smile.,['He forces a wide smile.']
2321,tt1256035,Sheldon flashes the ghoulish smile at Raj.,He flashes the ghoulish smile at him.,['He flashes the ghoulish smile at him.']
2322,tt1256035,Gabelhauser and Raj leave with their arms on each other's shoulders.,They leave with their arms on each other's shoulders.,"[""They leave with their arms on each other's shoulders.""]"
2323,tt1256035,"Later, Raj sits with Howard, Sheldon, and Leonard at the Cheesecake Factory.","Later, he sits with them at the Cheesecake Factory.",['He sits with them at the Cheesecake Factory.']
2324,tt1256035,Penny brings Raj another green martini.,She brings him another green martini.,['She brings him another green martini.']
2325,tt1256035,He hands her a glass of champagne.,He hands her a glass of champagne.,['He hands her a glass of champagne.']
2326,tt1256035,He glances at her black shirt and blazer.,He glances at her black shirt and blazer.,"['He glances at her black shirt.', 'He glances at her blazer.']"
2327,tt1256035,She downs the champagne and hands the glass to Raj.,She downs the champagne and hands the glass to him.,"['She downs the champagne.', 'She hands the glass to him.']"
2328,tt1256035,Leonard approaches his door.,He approaches his door.,['He approaches his door.']
2329,tt1256035,Raj and Penny walk downstairs.,They walk downstairs.,['They walk downstairs.']
2330,tt1256035,Sheldon joins Howard and Leonard at the dining table near the kitchen.,He joins them at the dining table near the kitchen.,['He joins them at the dining table near the kitchen.']
2331,tt1256035,"As they carry their food to the living room, Sheldon holds his carton of food up to Leonard.","As they carry their food to the living room, he holds his carton of food up to him.","['They carry their food to the living room.', 'He holds his carton of food up to him.']"
2332,tt1256035,Raj picks up a laptop computer and video chats with his mom and dad.,He picks up a laptop computer and video chats with his mom and dad.,"['He picks up a laptop computer.', 'He video chats with his mom and dad.']"
2333,tt1256035,Raj's mom glares at his dad.,Her mom glares at his dad.,['Her mom glares at his dad.']
2334,tt1256035,He hands her the note.,He hands her the note.,['He hands her the note.']
2335,tt1256035,She hands it back to him.,She hands it back to him.,['She hands it back to him.']
2336,tt1256035,Raj smiles and arches his eyebrows.,He smiles and arches his eyebrows.,"['He smiles.', 'He arches his eyebrows.']"
2337,tt1256036,Penny drives Sheldon in her car.,He drives him in her car.,['He drives him in her car.']
2338,tt1256036,"Expressionless, Penny gazes ahead.","Expressionless, she gazes ahead.","['Expressionless, she gazes ahead.']"
2339,tt1256036,"Narrowing his eyes, Raj glances at Sheldon.","Narrowing his eyes, he glances at him.","['He narrows his eyes.', 'He glances at him.']"
2340,tt1256036,"Later, Penny opens her door for Sheldon, who holds the Star Wars sheets.","Later, she opens her door for him, who holds the Star Wars sheets.","['She opens her door for him.', 'He holds the Star Wars sheets.']"
2341,tt1256036,She closes the door.,She closes the door.,['She closes the door.']
2342,tt1256036,"In the morning, Sheldon walks out of his room and into the living room, where Penny sits beside Howard on the sofa.","In the morning, he walks out of his room and into the living room, where she sits beside him on the sofa.","['He walks out of his room.', 'He walks into the living room.', 'She sits beside him on the sofa.']"
2343,tt1256036,"Leonard stands near Raj, who sits in an armchair.","He stands near him, who sits in an armchair.","['He stands near him.', 'He sits in an armchair.']"
2344,tt1256036,Penny and Howard slide over.,They slide over.,['They slide over.']
2345,tt1256036,Sheldon sits on the sofa while Leonard sits in another chair.,He sits on the sofa while he sits in another chair.,"['He sits on the sofa.', 'He sits in another chair.']"
2346,tt1256036,Leonard hands Sheldon a booklet.,He hands him a booklet.,['He hands him a booklet.']
2347,tt1256036,Raj nods.,He nods.,['He nods.']
2348,tt1256036,"Sheldon, Penny, and Howard stand in line.",They stand in line.,['They stand in line.']
2349,tt1256036,Sheldon approaches a black-haired woman sitting behind a counter.,He approaches a black-haired woman sitting behind a counter.,"['He approaches a black-haired woman.', 'She is sitting behind a counter.']"
2350,tt1256036,The woman stamps another paper and hands it to Sheldon.,The woman stamps another paper and hands it to him.,"['The woman stamps another paper.', 'She hands it to him.']"
2351,tt1256036,Penny and Howard usher Sheldon away.,They usher him away.,['They usher him away.']
2352,tt1256036,Penny smirks at Sheldon.,She smirks at him.,['She smirks at him.']
2353,tt1256036,"Using the simulator, Sheldon starts the ignition.","Using the simulator, he starts the ignition.","['Using the simulator, he starts the ignition.']"
2354,tt1256036,They all flinch.,They all flinch.,['They all flinch.']
2355,tt1256036,Penny hits Sheldon in the face with a pillow.,She hits him in the face with a pillow.,"['She hits him in the face.', 'She hits him with a pillow.']"
2356,tt1256036,"Later, Sheldon uses the simulator.","Later, he uses the simulator.",['He uses the simulator.']
2357,tt1256036,Leonard approaches.,He approaches.,['He approaches.']
2358,tt1256036,Shelton stands.,He stands.,['He stands.']
2359,tt1256036,She sits in a living room chair.,She sits in a living room chair.,['She sits in a living room chair.']
2360,tt1256036,Sheldon stands.,He stands.,['He stands.']
2361,tt1256036,Sheldon gazes off.,He gazes off.,['He gazes off.']
2362,tt1256036,"Later at the university, Sheldon, wearing a robe and a shower cap, steps out of his office.","Later at the university, he, wearing a robe and a shower cap, steps out of his office.","['Later at the university, he rises to his feet.', 'Wearing a robe and a shower cap, he steps out of his office.']"
2363,tt1256036,"He passes Leonard, Howard, and Raj in the hallway.","He passes him, him, and him in the hallway.","['He passes him in the hallway.', 'He passes him in the hallway.', 'He passes him in the hallway.']"
2364,tt1256036,Leonard smiles.,He smiles.,['He smiles.']
2365,tt1256037,The students stare at Sheldon.,They stare at him.,['They stare at him.']
2366,tt1256037,Sheldon steps through the doorway as Leonard stands and picks up his laptop from the podium.,He steps through the doorway as he stands and picks up his laptop from the podium.,"['He steps through the doorway.', 'He stands.', 'He picks up his laptop from the podium.']"
2367,tt1256037,Leonard and Sheldon peer over their shoulders.,They peer over their shoulders.,['They peer over their shoulders.']
2368,tt1256037,Leslie walks up.,He walks up.,['He walks up.']
2369,tt1256037,Ramona looks Howard up and down.,She looks him up and down.,"['She looks him up.', 'She looks him down.']"
2370,tt1256037,Sibina Soda threw a straw.,He threw a straw.,['He threw a straw.']
2371,tt1256037,Ramona stands and leaves.,She stands and leaves.,"['She stands.', 'She leaves.']"
2372,tt1256037,Sheldon flashes a smile at Howard.,He flashes a smile at him.,['He flashes a smile at him.']
2373,tt1256037,Penny picks up a sign.,She picks up a sign.,['She picks up a sign.']
2374,tt1256037,Ramona carries a takeout bag.,She carries a takeout bag.,['She carries a takeout bag.']
2375,tt1256037,Penny follows her up the stairs.,He follows her up the stairs.,['He follows her up the stairs.']
2376,tt1256037,Just have a nice... whatever this is.,Just have a nice... whatever this is.,['Just have a nice... whatever this is.']
2377,tt1256037,Raj and Howard peer at Leonard.,They peer at him.,['They peer at him.']
2378,tt1256037,Leonard shrugs.,He shrugs.,['He shrugs.']
2379,tt1256037,"Smiling, Howard nods.",He nods.,['He nods.']
2380,tt1256037,Raj gives a thumbs up.,He gives a thumbs up.,['He gives a thumbs up.']
2381,tt1256037,Penny unlocks her door.,She unlocks her door.,['She unlocks her door.']
2382,tt1256037,Leonard stares at Raj.,He stares at him.,['He stares at him.']
2383,tt1256037,Raj hurries down the stairs.,He hurries down the stairs.,['He hurries down the stairs.']
2384,tt1256037,Leonard follows.,He follows.,['He follows.']
2385,tt1256037,In the cafeteria.,In the cafeteria.,['In the cafeteria.']
2386,tt1256037,"Sheldon turns a book's page, then writes.","He turns a book's page, then writes.","[""He turns a book's page."", 'He writes.']"
2387,tt1256037,Sheldon hands her his notebook.,He hands her his notebook.,['He hands her his notebook.']
2388,tt1256037,Sheldon stabs the air with his knife.,He stabs the air with his knife.,['He stabs the air with his knife.']
2389,tt1256037,Ramona spreads a linen napkin across Sheldon's lap.,She spreads a linen napkin across his lap.,['She spreads a linen napkin across his lap.']
2390,tt1256037,Leslie walks up.,He walks up.,['He walks up.']
2391,tt1256037,"Later, Penny knocks on Sheldon's door, then steps inside.","Later, she knocks on his door, then steps inside.","['She knocks on his door.', 'She then steps inside.']"
2392,tt1256037,Ramona gives Sheldon a pedicure as he types on a laptop.,He gives her a pedicure as he types on a laptop.,"['He gives her a pedicure.', 'He types on a laptop.']"
2393,tt1256037,"Penny sets down a package, then leaves.","She sets down a package, then leaves.","['She sets down a package.', 'She leaves.']"
2394,tt1256037,"In the hallway, she grimaces.","In the hallway, she grimaces.",['She grimaces.']
2395,tt1256037,Leonard walks up the steps.,He walks up the steps.,['He walks up the steps.']
2396,tt1256037,"He glances at Ramona and Sheldon, then looks down.","He glances at her and him, then looks down.","['He glances at her and him.', 'Then looks down.']"
2397,tt1256037,And then never ever watch it.,And then never ever watch it.,['And then never ever watch it.']
2398,tt1256037,Who also wears camouflage as he types on a computer.,He types on a computer.,['He types on a computer.']
2399,tt1256037,"Sheldon turns to Ramona, who tilts her head as she lays her hand on her hip.","He turns to her, who tilts her head as she lays her hand on her hip.","['He turns to her.', 'She tilts her head.', 'She lays her hand on her hip.']"
2400,tt1256037,"Sheldon waves goodbye to his friends, who leave.","He waves goodbye to his friends, who leave.","['He waves goodbye to his friends.', 'They leave.']"
2401,tt1256037,Sheldon appears to read a large hardback book.,He appears to read a large hardback book.,['He appears to read a large hardback book.']
2402,tt1256037,"Ramona pulls the book back from his hands, revealing a Batman comic book.","He pulls the book back from his hands, revealing a Batman comic book.","['He pulls the book back from his hands.', 'He reveals a Batman comic book.']"
2403,tt1256037,"Later, Leonard sleeps in his bed.","Later, he sleeps in his bed.",['He sleeps in his bed.']
2404,tt1256037,He lifts his head.,He lifts his head.,['He lifts his head.']
2405,tt1256037,"Sheldon walks in, then, holding the door open a crack, peers into the hallway.","He walks in, then, holding the door open a crack, peers into the hallway.","['He walks in.', 'Holding the door open a crack, he peers into the hallway.']"
2406,tt1256037,Ramona marches around the bed to Sheldon.,He escorts her around the bed to him.,['He escorts her around the bed to him.']
2407,tt1256037,"In the cafeteria, an auburn-haired woman walks up to Sheldon's table and sits.","In the cafeteria, she walks up to his table and sits.","['She walks up to his table.', 'She sits.']"
2408,tt1256037,Sheldon smiles slightly.,He smiles slightly.,['He smiles slightly.']
2409,tt1256037,Leonard shakes his head.,He shakes his head.,['He shakes his head.']
2410,tt1256038,The others stare at the TV as Sheldon writes on his pad.,The others stare at the TV as he writes on his pad.,"['The others stare at the TV.', 'He writes on his pad.']"
2411,tt1256038,Raj and Howard gaze intently at the TV.,They gaze intently at the TV.,['They gaze intently at the TV.']
2412,tt1256038,"Carrying a bag, Leonard rushes in.",He rushes in.,['He rushes in.']
2413,tt1256038,Howard freezes the picture as Raj lays a clear sheet over the TV screen.,He freezes the picture as he lays a clear sheet over the TV screen.,"['He freezes the picture.', 'He lays a clear sheet over the TV screen.']"
2414,tt1256038,Raj removes the sheet as Sheldon walks in.,He removes the sheet as he walks in.,"['He removes the sheet.', 'He walks in.']"
2415,tt1256038,"Leonard, hands Penny a to-go box.",He hands her a to-go box.,['He hands her a to-go box.']
2416,tt1256038,Sheldon turns to Leonard.,He turns to him.,['He turns to him.']
2417,tt1256038,Penny stares at Sheldon.,He stares at her.,['He stares at her.']
2418,tt1256038,Sheldon picks up his food container.,He picks up his food container.,['He picks up his food container.']
2419,tt1256038,"Later, Penny steps into the hallway.","Later, she steps into the hallway.",['She steps into the hallway.']
2420,tt1256038,At the Cheesecake Factory...,At the Cheesecake Factory...,['At the Cheesecake Factory.']
2421,tt1256038,"Smiling, Raj bows.",He bows.,['He bows.']
2422,tt1256038,"Standing, Leonard steps to Penny.",He steps to her.,['He steps to her.']
2423,tt1256038,They step away from the table.,They step away from the table.,['They step away from the table.']
2424,tt1256038,Penny smiles at Leonard.,He smiles at him.,['He smiles at him.']
2425,tt1256038,"Later, Penny delivers food to their table.","Later, she delivers food to their table.","['Later, she delivers food to their table.']"
2426,tt1256038,"Sheldon stares at Penny, who crosses her arms as she looks at him.","He stares at her, who crosses her arms as she looks at him.","['He stares at her.', 'She crosses her arms as she looks at him.']"
2427,tt1256038,She walks off.,She walks off.,['She walks off.']
2428,tt1256038,Everyone peers at Sheldon's food.,Everyone peers at his food.,['Everyone peers at his food.']
2429,tt1256038,On a computer screen.,On a computer screen.,['On a computer screen.']
2430,tt1256038,Howard types on a different computer.,He types on a different computer.,['He types on a different computer.']
2431,tt1256038,On its screen.,On its screen.,['On its screen.']
2432,tt1256038,She follows him downstairs.,She follows him downstairs.,['She follows him downstairs.']
2433,tt1256038,Sheldon peers at Penny.,He peers at her.,['He peers at her.']
2434,tt1256038,Sheldon glares at Penny.,He glares at her.,['He glares at her.']
2435,tt1256038,"Holding an empty laundry basket, Penny stomps up the stairs then beats on Sheldon's door.","Holding an empty laundry basket, he stomps up the stairs then beats on his door.","['Holding an empty laundry basket, he stomps up the stairs.', 'He beats on his door.']"
2436,tt1256038,Sheldon opens the door.,He opens the door.,['He opens the door.']
2437,tt1256038,They gaze at each other.,They gaze at each other.,['They gaze at each other.']
2438,tt1256038,Sheldon points out a window.,He points out a window.,['He points out a window.']
2439,tt1256038,Sheldon points to the window.,He points to the window.,['He points to the window.']
2440,tt1256038,Leonard peers out.,He peers out.,['He peers out.']
2441,tt1256038,Sheldon steps into his room.,He steps into his room.,['He steps into his room.']
2442,tt1256038,"Leonard knocks on Penny's door, then walks in.","He knocks on her door, then walks in.","['He knocks on her door.', 'He walks in.']"
2443,tt1256038,"Sitting on her couch, Penny tapes a broom to a long handle.","Sitting on her couch, she tapes a broom to a long handle.","['She tapes a broom to a long handle.', 'She sits on her couch.']"
2444,tt1256038,It's Sheldon's kryptonite.,It's his kryptonite.,"[""It's his kryptonite.""]"
2445,tt1256038,"Sitting on Leonard's couch, Raj and Howard stare at a laptop screen.","Sitting on his couch, he and he stare at a laptop screen.","['He and he stare at a laptop screen.', 'He sits on his couch.']"
2446,tt1256038,Raj looks at the TV.,He looks at the TV.,['He looks at the TV.']
2447,tt1256038,Sheldon takes the phone.,He takes the phone.,['He takes the phone.']
2448,tt1256038,"Sheldon hangs up then turns to Leonard, who sits in a chair drinking a mug of tea.","He hangs up then turns to him, who sits in a chair drinking a mug of tea.","['He hangs up.', 'He turns to him.', 'He sits in a chair.', 'He drinks a mug of tea.']"
2449,tt1256038,"Smiling slightly, Leonard sips his tea.",He sips his tea.,['He sips his tea.']
2450,tt1256038,"Holding a laundry basket filled with folded clothes, Sheldon knocks on Penny's door.","Holding a laundry basket filled with folded clothes, he knocks on her door.","['Holding a laundry basket filled with folded clothes, he knocks on her door.']"
2451,tt1256038,Sheldon's face twitches.,His face twitches.,['His face twitches.']
2452,tt1256038,She sets the basket down.,She sets the basket down.,['She sets the basket down.']
2453,tt1256038,"They stare at each other, then walk in opposite directions.","They stare at each other, then walk in opposite directions.","['They stare at each other.', 'They walk in opposite directions.']"
2454,tt1256038,"A blonde woman opens the front door, revealing Raj and Howard.","A blonde woman opens the front door, revealing he and him.","['A blonde woman opens the front door.', 'She reveals he and him.']"
2455,tt1256039,Penny steps in.,He steps in.,['He steps in.']
2456,tt1256039,Howard turns to her.,He turns to her.,['He turns to her.']
2457,tt1256039,"Penny stares at Howard, then yanks his eye patch from his head and lets go of it.","She stares at him, then yanks his eye patch from his head and lets go of it.","['She stares at him.', 'He yanks his eye patch from his head.', 'He lets go of it.']"
2458,tt1256039,She leaves.,She leaves.,['She leaves.']
2459,tt1256039,Howard turns to Leonard.,He turns to him.,['He turns to him.']
2460,tt1256039,Raj's smile fades.,His smile fades.,['His smile fades.']
2461,tt1256039,Leonard answers the phone.,He answers the phone.,['He answers the phone.']
2462,tt1256039,Leonard hurries to a closet.,He hurries to a closet.,['He hurries to a closet.']
2463,tt1256039,Sheldon glares at Raj.,He glares at him.,['He glares at him.']
2464,tt1256039,They step to the door.,They step to the door.,['They step to the door.']
2465,tt1256039,Stephanie opens the door.,She opens the door.,['She opens the door.']
2466,tt1256039,"In the front seat of Leonard's car, Stephanie and Leonard passionately kiss.","In the front seat of his car, they passionately kiss.","['In the front seat of his car, they passionately kiss.']"
2467,tt1256039,"Later, Raj, Sheldon, and Howard watch the news.","Later, they watch the news.",['They watch the news.']
2468,tt1256039,"Gazing downward, Howard exhales.",He exhales.,['He exhales.']
2469,tt1256039,Raj and Sheldon exchange glances.,They exchange glances.,['They exchange glances.']
2470,tt1256039,Leonard steps to the edge of the living room.,He steps to the edge of the living room.,['He steps to the edge of the living room.']
2471,tt1256039,He motions to Sheldon.,He motions to him.,['He motions to him.']
2472,tt1256039,"As Sheldon leaves, Penny sits near Howard.","As he leaves, she sits near him.","['He leaves.', 'She sits near him.']"
2473,tt1256039,In Leonard's bedroom.,In his bedroom.,['He is in his bedroom.']
2474,tt1256039,Leonard buttons his shirt.,He buttons his shirt.,['He buttons his shirt.']
2475,tt1256039,Leonard grabs his coat.,He grabs his coat.,['He grabs his coat.']
2476,tt1256039,Sheldon holds out his hand as he speaks.,He holds out his hand as he speaks.,"['He holds out his hand.', 'He speaks.']"
2477,tt1256039,"Leonard glances at Sheldon's hand, then points at it.","He glances at his hand, then points at it.","['He glances at his hand.', 'Then he points at it.']"
2478,tt1256039,"Turning, Leonard glances at Sheldon and steps through the living room.","Turning, he glances at him and steps through the living room.","['He turns.', 'He glances at him.', 'He steps through the living room.']"
2479,tt1256039,"Leonard peers at Howard, then leaves.","He peers at him, then leaves.","['He peers at him.', 'He leaves.']"
2480,tt1256039,"Standing near the couch, Sheldon gazes from Raj to Howard, who watch TV.","Standing near the couch, he gazes from him to him, who watch TV.","['He stands near the couch.', 'He gazes from him to him.', 'They watch TV.']"
2481,tt1256039,Penny glances at Sheldon.,He glances at her.,['He glances at her.']
2482,tt1256039,"Sheldon holds out his hand, palm up.","He holds out his hand, palm up.","['He holds out his hand.', 'His palm is up.']"
2483,tt1256039,The others stare at him.,The others stare at him.,['The others stare at him.']
2484,tt1256039,"Sheldon glances at Penny, then sits on the couch.","He glances at her, then sits on the couch.","['He glances at her.', 'He sits on the couch.']"
2485,tt1256039,"As Raj watches, Sheldon crosses his leg at the knee.","As he watches, he crosses his leg at the knee.","['He watches, he crosses his leg at the knee.']"
2486,tt1256039,Stephanie grabs Leonard and kisses him.,She grabs him and kisses him.,"['She grabs him.', 'She kisses him.']"
2487,tt1256039,"Later, Stephanie lies back on the couch as she and Leonard kiss.","Later, she lies back on the couch as she and he kiss.",['She lies back on the couch as she and he kiss.']
2488,tt1256039,Leonard kicks off his sneakers.,He kicks off his sneakers.,['He kicks off his sneakers.']
2489,tt1256039,"Later, a trail of clothing leads to Stephanie's closed bedroom door.","Later, a trail of clothing leads to her closed bedroom door.","['Later, a trail of clothing leads to her closed bedroom door.']"
2490,tt1256039,"Holding an open box of detergent, Leonard peers at Penny.","Holding an open box of detergent, he peers at her.","['Holding an open box of detergent, he peers at her.']"
2491,tt1256039,He steps to her.,He steps to her.,['He steps to her.']
2492,tt1256039,"Later, Leonard knocks on Howard's front door.","Later, he knocks on his front door.",['He knocks on his front door.']
2493,tt1256039,"Again, they each make a Vulcan salute.","Again, they each make a Vulcan salute.",['They each make a Vulcan salute.']
2494,tt1256039,Leonard steps in.,He steps in.,['He steps in.']
2495,tt1256039,Howard stares straight ahead.,He stares straight ahead.,['He stares straight ahead.']
2496,tt1256039,Sheldon turns to Leonard.,He turns to him.,['He turns to him.']
2497,tt1256039,"Raj picks up a dumpling, then bites into it.","He picks up a dumpling, then bites into it.","['He picks up a dumpling.', 'He bites into it.']"
2498,tt1256039,Leonard opens the door.,He opens the door.,['He opens the door.']
2499,tt1256039,Howard hugs them.,He hugs them.,['He hugs them.']
2500,tt1256039,Howard pours a drink as he talks on the phone.,He pours a drink as he talks on the phone.,"['He pours a drink.', 'He talks on the phone as he pours a drink.']"
2501,tt1256040,Sheldon glances at Leonard then faces Stephanie.,He glances at him then faces her.,"['He glances at him.', 'He faces her.']"
2502,tt1256040,Leonard stands in the kitchen.,He stands in the kitchen.,['He stands in the kitchen.']
2503,tt1256040,Leonard motions to Sheldon.,He motions to him.,['He motions to him.']
2504,tt1256040,"Look at that, there's even pasta left over.","Look at that, there's even pasta left over.","['She looks at that.', ""There's even pasta left over.""]"
2505,tt1256040,"They glance at Stephanie, who puts on lipstick.","They glance at her, who puts on lipstick.","['They glance at her.', 'She puts on lipstick.']"
2506,tt1256040,Sheldon makes the Vulcan hand sign and waves.,He makes the Vulcan hand sign and waves.,"['He makes the Vulcan hand sign.', 'He waves.']"
2507,tt1256040,"Later, Leonard and Stephanie sit together in a movie theater.","Later, they sit together in a movie theater.",['They sit together in a movie theater.']
2508,tt1256040,Sheldon sits beside Leonard.,He sits beside him.,['He sits beside him.']
2509,tt1256040,Sheldon moves.,He moves.,['He moves.']
2510,tt1256040,He sits several rows back.,He sits several rows back.,['He sits several rows back.']
2511,tt1256040,Sheldon sits in the seat behind Leonard.,He sits in the seat behind him.,['He sits in the seat behind him.']
2512,tt1256040,Sheldon sits beside Leonard as the lights dim and the theater screen brightens.,He sits beside him as the lights dim and the theater screen brightens.,"['He sits beside him as the lights dim.', 'The theater screen brightens.']"
2513,tt1256040,Sheldon leans toward Leonard.,He leans toward him.,['He leans toward him.']
2514,tt1256040,"Oh yeah, this is it.","Oh yeah, this is it.","['Oh yeah, this is it.']"
2515,tt1256040,Leonard steps into his room and slams the door.,He steps into his room and slams the door.,"['He steps into his room.', 'He slams the door.']"
2516,tt1256040,He offers her bread.,He offers her bread.,['He offers her bread.']
2517,tt1256040,She takes the bread.,She takes the bread.,['She takes the bread.']
2518,tt1256040,"In his living room, Leonard dines with Stephanie by candlelight.","In his living room, he dines with her by candlelight.",['He dines with her by candlelight in his living room.']
2519,tt1256040,"As she kisses Leonard's cheek, Sheldon strolls into the kitchen.","As she kisses his cheek, he strolls into the kitchen.","['She kisses his cheek.', 'He strolls into the kitchen.']"
2520,tt1256040,They move to kiss each other.,They move to kiss each other.,['They move to kiss each other.']
2521,tt1256040,Sheldon tries to open a jar.,He tries to open a jar.,['He tries to open a jar.']
2522,tt1256040,Leonard tries to remove the lid.,He tries to remove the lid.,['He tries to remove the lid.']
2523,tt1256040,Like a gladiator.,Like a gladiator.,['Red pandas perform.']
2524,tt1256040,Leonard ambles over to the kitchen sink.,He ambles over to the kitchen sink.,['He ambles over to the kitchen sink.']
2525,tt1256040,Stephanie grimaces.,She grimaces.,['She grimaces.']
2526,tt1256040,"In a hospital room, Sheldon studies Leonard's hand.","In a hospital room, he studies his hand.","['He studies his hand.', 'He is in a hospital room.']"
2527,tt1256040,Sheldon and Leonard squint at each other.,They squint at each other.,['They squint at each other.']
2528,tt1256040,Stephanie walks out.,She walks out.,['She walks out.']
2529,tt1256040,Leonard hands Howard a jar.,He hands him a jar.,['He hands him a jar.']
2530,tt1256040,Leonard shows Raj his hand.,He shows him his hand.,['He shows him his hand.']
2531,tt1256040,Howard dry heaves.,He dry heaves.,['He dry heaves.']
2532,tt1256040,Penny walks in.,She walks in.,['She walks in.']
2533,tt1256040,Everyone stares at Sheldon.,Everyone stares at him.,['Everyone stares at him.']
2534,tt1256020,Sheldon reads from a paper.,He reads from a paper.,['He reads from a paper.']
2535,tt1256020,Leonard stares at Sheldon.,He stares at him.,['He stares at him.']
2536,tt1256020,Sheldon flips a page.,He flips a page.,['He flips a page.']
2537,tt1256020,Sheldon holds his finger to his ear.,He holds his finger to his ear.,['He holds his finger to his ear.']
2538,tt1256020,Sheldon shakes his head.,He shakes his head.,['He shakes his head.']
2539,tt1256020,Stephanie steps into the kitchen.,She steps into the kitchen.,['She steps into the kitchen.']
2540,tt1256020,"Stephanie peers at Leonard, who furiously stirs batter.","She peers at him, who furiously stirs batter.","['She peers at him.', 'He furiously stirs batter.']"
2541,tt1256020,Leonard and Penny gaze at each other.,They gaze at each other.,['They gaze at each other.']
2542,tt1256020,"Stephanie and Leonard kiss, then Stephanie glances over her shoulder as she leaves.","They kiss, then she glances over her shoulder as she leaves.","['They kiss.', 'She glances over her shoulder.', 'She leaves.']"
2543,tt1256020,"Leonard peers at Penny and Sheldon, who gaze downward.","He peers at her and him, who gaze downward.","['He peers at her and him.', 'They gaze downward.']"
2544,tt1256020,"As Leonard steps into the kitchen, Penny hands him her coffee cup.","As he steps into the kitchen, she hands him her coffee cup.","['As he steps into the kitchen, she hands him her coffee cup.']"
2545,tt1256020,Penny holds up a blue and green dress.,She holds up a blue and green dress.,['She holds up a blue and green dress.']
2546,tt1256020,"In the cafeteria, Leonard hurriedly sets his tray on Raj and Howard's table, then scratches his hips and his rear.","In the cafeteria, he hurriedly sets his tray on their table, then scratches his hips and his rear.","['He hurriedly sets his tray on their table.', 'He scratches his hips.', 'He scratches his rear.']"
2547,tt1256020,Raj and Leonard peer over their shoulders.,They peer over their shoulders.,['They peer over their shoulders.']
2548,tt1256020,"His smile frozen, Howard gazes at Leonard.","His smile frozen, he gazes at him.","['His smile is frozen.', 'He gazes at him.']"
2549,tt1256020,Leonard scratches his thigh.,He scratches his thigh.,['He scratches his thigh.']
2550,tt1256020,"Hospital, Stephanie rounds a corner and spots Sheldon sitting on a gurney.",She rounds a corner and spots him sitting on a gurney.,"['She rounds a corner.', 'She spots him sitting on a gurney.']"
2551,tt1256020,Stephanie leads Leonard by the hand to his room.,He leads him by the hand to his room.,"['He leads him by the hand.', 'He leads him to his room.']"
2552,tt1256020,"Later, Leonard walks into the laundry room where Penny folds clothes.","Later, he walks into the laundry room where she folds clothes.","['He walks into the laundry room.', 'She folds clothes.']"
2553,tt1256020,Penny looks at her wristwatch.,She looks at her wristwatch.,['She looks at her wristwatch.']
2554,tt1256020,"In bed, Leonard and Stephanie pull away from each other and pant.","In bed, he and she pull away from each other and pant.","['In bed, he pulls away from her.', 'In bed, she pulls away from him.', 'In bed, they pant.']"
2555,tt1256020,Leonard gapes as Stephanie cries.,He gapes as she cries.,"['He gapes.', 'She cries.']"
2556,tt1256020,"They stare at Leonard's sweater, which features a blue bird.","They stare at his sweater, which features a blue bird.","['They stare at his sweater.', 'The sweater features a blue bird.']"
2557,tt1256020,Leonard gazes downward at his sweater.,He gazes downward at his sweater.,['He gazes downward at his sweater.']
2558,tt1256020,He picks up his phone and texts.,He picks up his phone and texts.,"['He picks up his phone.', 'He texts.']"
2559,tt1256020,"Sheldon knocks on Penny's door, then presses a key on a laptop.","He knocks on her door, then presses a key on a laptop.","['He knocks on her door.', 'He presses a key on a laptop.']"
2560,tt1256020,Penny opens her door.,She opens her door.,['She opens her door.']
2561,tt1256020,"Sheldon types, then presses a button.","He types, then presses a button.","['He types.', 'He presses a button.']"
2562,tt1256021,Leonard smirks.,He smirks.,['He smirks.']
2563,tt1256021,Raj points his fork at Sheldon.,He points his fork at him.,['He points his fork at him.']
2564,tt1256021,Now Raj.,Now he.,"['He.', 'He.']"
