index,text_gt,text_gt_wo_char
36582,"Mrs. McCluskey spots Parker holding a basketball, she nods.",She nods.
36583,"She kisses him, all smiles.","She kisses him, all smiles."
36585,"At Susan's house, she and Ian moved through a doorway clinging to each other, lips locked.","At her house, they moved through a doorway clinging to each other, lips locked."
36588,He smiles a goofy grin and walks out.,He smiles a goofy grin and walks out.
36590,Susan turns out a lamp and steps to the answering machine.,She turns out a lamp and steps to the answering machine.
36592,"Ian overhears from the next room, he steps to her, then stops as she again presses play.","He steps to her, then stops as she again presses play."
36594,Ian looks at Susan's back.,He looks at her back.
36595,His face falls.,His face falls.
36596,"Pressing his lips together, he turns and slips out.","Pressing his lips together, he turns and slips out."
36598,She looks in his eyes.,She looks in his eyes.
36599,He throws a few last items in his duffel bag and zips it up.,He throws a few last items in his duffel bag and zips it up.
36601,Julie sighs and hugs her mom.,He sighs and hugs her.
36603,"With one hand, Julie nudges her mom to the door.","With one hand, she nudges her to the door."
36604,Susan hustles out.,She hustles out.
36606,"She opens the door to find a white man, about 40.",She opens the door to find him.
36608,He wears a t-shirt and leather jacket.,He wears a t-shirt and leather jacket.
36610,Carlos musters a faint smile.,He musters a faint smile.
36611,"Later, Travers sits on his dad's lap.","Later, he sits on his dad's lap."
36612,Edie follows Travers out.,He follows him out.
36613,The woman saunters off as Victor approaches.,The woman saunters off as he approaches.
36616,She punches him.,She punches him.
36618,Her eyes soften as she turns to go.,Her eyes soften as she turns to go.
36620,"Susan, in a lightweight green puffer jacket, pops into a park ranger's cabin.",He pops into a park ranger's cabin.
36621,She pats a mini backpack.,She pats a mini backpack.
36622,A stout white woman with baggy shorts and pigtail braids steps in.,A stout white woman steps in.
36623,"At a restaurant, Rick dips bread in olive oil.","At a restaurant, he dips bread in olive oil."
36624,Rick leans in on his elbows.,He leans in on his elbows.
36625,Susan's hair is caught in a pine bush.,Her hair is caught in a pine bush.
36626,Tony tries to untangle it.,He tries to untangle it.
36627,Tony hikes on.,He hikes on.
36629,They hike away.,They hike away.
36630,Susan clasps her mouth.,He clasps his mouth.
36631,The boy looks down at the puppy.,He looks down at the puppy.
36632,The ends of her mouth curl upward.,The ends of her mouth curl upward.
36633,The boy nods.,He nods.
36634,Tony and Susan sit at a campfire.,They sit at a campfire.
36635,Susan opens a small jar.,She opens a small jar.
36636,She scoops a dollop of goop on two fingers.,She scoops a dollop of goop on two fingers.
36638,Susan considers her fingers.,She considers her fingers.
36639,She wipes them off and puts down the jar.,She wipes them off and puts down the jar.
36641,The man grabs her.,He grabs her.
36643,"Later, Gabby frowns, driven off in the back of a squad car.","Later, he frowns, driven off in the back of a squad car."
36645,"In the woods, Susan clutches a map.","In the woods, she clutches a map."
36646,"Outside, Travers sits on the porch and pets the puppy.","Outside, he sits on the porch and pets the puppy."
36648,Carlos walks up.,He walks up.
36649,Travers walks off.,He walks off.
36650,She lowers the phone to her lap.,She lowers the phone to her lap.
36651,She sprawls on her side.,She sprawls on her side.
36652,She rests her head on the backpack and pulls the map over her like a makeshift sheet.,She rests her head on the backpack and pulls the map over her like a makeshift sheet.
36654,Victor wears a tux.,He wears a tux.
36655,Victor stares at a roaring fire in the hearth.,He stares at a roaring fire in the hearth.
36657,He turns away from her.,He turns away from her.
36658,Gabby holds her right wrist with her left hand.,She holds her right wrist with her left hand.
36659,She points to Susan's mail.,She points to her mail.
36660,She rips it and flings the pieces in the air.,She rips it and flings the pieces in the air.
36662,She throws the vase.,She throws the vase.
36663,The law says my mom has 72 hours to change her mind.,The law says she has 72 hours to change her mind.
36664,She's exercising that option.,She's exercising that option.
36665,He studies her as she sashays off.,He studies her as she sashays off.
36667,"She exhales, wounded.","She exhales, wounded."
36669,"He's frozen, then shakes his head and smiles.","He's frozen, then shakes his head and smiles."
36672,She pulls a box from her grocery bag.,She pulls a box from her grocery bag.
36673,He watches her walk away.,He watches her walk away.
36676,Carlos paces outside a closed bathroom door.,He paces outside a closed bathroom door.
36677,Edie steps out.,She steps out.
36678,She hands him the pregnancy test strip as they sit on the couch.,She hands him the pregnancy test strip as they sit on the couch.
36680,He sets the strip on the coffee table.,He sets the strip on the coffee table.
36681,"On the front walk she runs into Gabby, who holds a box of chocolates.","On the front walk he runs into her, who holds a box of chocolates."
36683,"Later, they drink wine on Susan's couch.","Later, they drink wine on her couch."
36684,And that is right.,And that is right.
36685,They each take one.,They each take one.
36687,"A wine bottle lies overturned on a table, surrounded by scads of empty bonbon wrappers.","A wine bottle lies overturned on a table, surrounded by scads of empty bonbon wrappers."
36689,For Gabrielle Solis.,For her.
36690,Gabby's eyes shoot open.,Her eyes shoot open.
36691,Victor reads.,He reads.
36692,"She slinks into the bedroom, crawling into bed and kissing Carlos on the lips.","She slinks into the bedroom, crawling into bed and kissing him on the lips."
36695,He stares deep into her eyes and pulls her close.,He stares deep into her eyes and pulls her close.
36697,"As he rolls onto her, their reflection is seen in the bathroom mirror.","As he rolls onto her, their reflection is seen in the bathroom mirror."
36699,On the counter lies the purse.,On the counter lies the purse.
36700,"At the Scavos, Lynette reads a book in bed.",She reads a book in bed.
36702,Tom stretches out beside her.,He stretches out beside her.
36703,She shoves him back.,She shoves him back.
36704,He stiffens and pushes her off.,He stiffens and pushes her off.
36706,Her head hits the nightstand as she falls to the floor.,Her head hits the nightstand as she falls to the floor.
36708,She clutches her scalp.,She clutches her scalp.
36710,Lynette holds an ice pack to her head.,She holds an ice pack to her head.
36711,"Tom sits slumped, contemplating the floor.","He sits slumped, contemplating the floor."
36713,A nurse.,A nurse.
36714,Tom sits forward.,He sits forward.
36715,He looks at her from the corner of his eye.,He looks at her from the corner of his eye.
36717,She kicks a gift to Susan and slips out a door.,She kicks a gift to her and slips out a door.
36719,A manicured hand carries a shiny gold gift bag.,A manicured hand carries a shiny gold gift bag.
36720,Lynette and Susan turn around.,They turn around.
36721,Bree stands in a doorway.,She stands in a doorway.
36724,A massive apple squashes at him.,A massive apple squashes at him.
36726,"Three days earlier, family portraits fade into view.","Three days earlier, family portraits fade into view."
36727,Edie bolts upright.,She bolts upright.
36728,She's alone in bed.,She's alone in bed.
36730,Gabby stands on the porch.,She stands on the porch.
36731,About the dubs though.,About them though.
36732,She makes lunch.,She makes lunch.
36733,Tom sits at the table with coffee.,He sits at the table with coffee.
36737,"At the Scavos, the kids play in the living room.","At the Scavos, the kids play in the living room."
36738,"At the door, Lynette finds a sturdy white woman in her 60s.","At the door, she finds a sturdy white woman in her 60s."
36739,Lynette and Tom exchange a look.,They exchange a look.
36740,Stella observes the five kids.,She observes them.
36741,"They look up, faces blank.","They look up, faces blank."
36743,She hands them out.,She hands them out.
36744,She sidles up to Lynette.,She sidles up to her.
36745,He lifts the littlest.,He lifts the littlest.
36746,He escorts the kids upstairs.,He escorts them upstairs.
36747,"Through the window, they see Victor get out of his car with a rose bouquet...","Through the window, they see him get out of his car with a rose bouquet..."
36750,"Down the street, Milton peers out of the open back window of his limo.","Down the street, he peers out of the open back window of his limo."
36751,He observes Victor and Gabby on her porch.,He observes them on her porch.
36753,Milton smiles.,He smiles.
36754,"The back window slides up, and the limo pulls away.","The back window slides up, and the limo pulls away."
36756,"At Edie's, she takes cash from her large handbag.","At her place, she takes cash from her large handbag."
36757,"She air kisses, leaving with a wrapped box and small dress purse.","She air kisses, leaving with a wrapped box and small dress purse."
36759,A teenage boy steps in with a mop of bangs.,A teenage boy steps in with a mop of bangs.
36761,Carlos opens his wallet.,He opens his wallet.
36762,"He pauses, staring at the contents.","He pauses, staring at the contents."
36764,Carlos spots Edie's large sequin handbag on a counter and searches through it.,He spots her large sequin handbag on a counter and searches through it.
36767,"At Bree's, Andrew greets Bree and Orson getting out of a cab.","At his, he greets her and him getting out of a cab."
36770,Julie pops back toward her house across the street.,She pops back toward her house across the street.
36772,The three head to the house.,They head to the house.
36773,And break.,And break.
36774,Gabby turns to the mirror and takes it in.,She takes it in.
36775,"The hair swept up in a bun, the veil cascading behind her.","The hair swept up in a bun, the veil cascading behind her."
36777,"A hint of cleavage, the rose-tinted lips.","A hint of cleavage, the rose-tinted lips."
36779,"Each detail, flawless.","Each detail, flawless."
36780,"As Gabby and Victor are wed, Edie stands in back with a drink.","As they are wed, she stands in back with a drink."
36782,She flags a waiter.,She flags a waiter.
36783,"He drops the case on a table and storms off, behind the seated guests.","He drops the case on a table and storms off, behind them."
36787,"Gabby and Victor kiss, as Carla swipes a champagne bottle.","They kiss, as she swipes a champagne bottle."
36788,She bursts into tears.,She bursts into tears.
36790,The reception fades into view.,The reception fades into view.
36791,"Gabby wears a tiara in her hair, Mrs. McCluskey, a garland of flowers.","She wears a tiara in her hair, she has a garland of flowers."
36793,Gabby scoots off.,She scoots off.
36794,Orson kisses Bree's hand.,He kisses her hand.
36795,"Inside, Gabby peers in a room from the hall.","Inside, he peers in a room from the hall."
36796,She sees Victor.,She sees him.
36797,Gabby slips back outside.,She slips back outside.
36798,Gabby musters a smile and walks off.,He walks off.
36799,The smile vanishes.,The smile vanishes.
36800,"At the Scavos, Stella and the kids watch TV.","At the Scavos, they watch TV."
36801,The kids scamper off.,They scamper off.
36802,Stella skims a magazine.,She skims a magazine.
36803,Kayla lingers.,She lingers.
36804,Stella puts down the magazine.,She puts down the magazine.
36805,Stella heads upstairs.,He heads upstairs.
36806,Bree sits with a laptop.,She sits with a laptop.
36807,She's sitting in bed.,She's sitting in bed.
36808,Danielle's in bed.,She's in bed.
36809,He helps her up.,He helps her up.
36810,She turns her back to him.,She turns her back to him.
36811,He reaches to her waist.,He reaches to her waist.
36812,She pulls a foam pad with straps from under her clothes.,She pulls a foam pad with straps from under her clothes.
36814,"In Susan's bedroom, Mike is on the phone.","In her bedroom, he is on the phone."
36815,He drops in a notepad.,He drops in a notepad.
36816,Susan lies under the covers in bed.,She lies under the covers in bed.
36817,He gives her a peck on the forehead.,He gives her a peck on the forehead.
36818,She watches him head out the door.,She watches him head out the door.
36820,She whips off the covers and prances to the next room.,She whips off the covers and prances to the next room.
36822,"Julie holds a phone, beaming.","She holds a phone, beaming."
36824,The headlights to Mike's pickup pierce a dark country road.,The headlights to his pickup pierce a dark country road.
36825,"A man steps into the road, flagging Mike down.","A man steps into the road, flagging him down."
36827,It's the minister.,It's him.
36828,"Later, they step into a clearing.","Later, they step into a clearing."
36829,"Susan stands in a filmy white dress, holding a small bouquet, jewelry behind her.","She stands in a filmy white dress, holding a small bouquet, jewelry behind her."
36832,Pastel paper lanterns hang from branches all around.,Pastel paper lanterns hang from branches all around.
36833,Susan titters.,She titters.
36834,He steps to her.,He steps to her.
36835,He glances down and swallows.,He glances down and swallows.
36837,"He looks around, lifting his brows.","He looks around, lifting his brows."
36839,He looks around and sees waves crashing onto a white sandy beach.,He looks around and sees waves crashing onto a white sandy beach.
36841,"He turns and runs along the tree line, then stops.","He turns and runs along the tree line, then stops."
36844,There are people running around the debris on the beach.,There are they running around the debris on the beach.
36845,The man runs toward the wreckage of the body of a large airplane.,He runs toward the wreckage of the body of a large airplane.
36846,There are people moving away from it as others try to help survivors.,There are people moving away from it as others try to help them.
36848,The man looks up to see the large wing still attached to the plane.,He looks up to see the large wing still attached to the plane.
36849,Jack turns and walks away.,He turns and walks away.
36851,"The lifeguard stares at Jack, then at the inside of the cabin.","The lifeguard stares at him, then at the inside of the cabin."
36853,Jack kneels down outside in the debris next to a suitcase.,He kneels down outside in the debris next to a suitcase.
36855,He opens the suitcase and starts going through clothes until he finds a small bag.,He opens the suitcase and starts going through clothes until he finds a small bag.
36858,He opens it and pulls out a small sewing kit.,He opens it and pulls out a small sewing kit.
36860,He puts it in his pocket.,He puts it in his pocket.
36861,Cut to Jack running away from the wreckage toward a small cove surrounded by trees.,Cut to him running away from the wreckage toward a small cove surrounded by trees.
36863,He's carrying a white piece of cloth in his hand.,He's carrying a white piece of cloth in his hand.
36864,"He turns back, then continues walking.","He turns back, then continues walking."
36866,"She turns to him, holding her right wrist.","She turns to him, holding her right wrist."
36868,He mimics the act of sewing in the air.,He mimics the act of sewing in the air.
36869,"She looks at him, then her gaze drifts away.","She looks at him, then her gaze drifts away."
36871,"She nods, then approaches him.","She nods, then approaches him."
36873,He shows her his ribs.,He shows her his ribs.
36874,Jack takes the tiny bottle of vodka and hands it to her.,He takes the tiny bottle of vodka and hands it to her.
36876,She takes it.,She takes it.
36877,"She opens the bottle, kneels and starts rubbing the vodka on her hands.","She opens the bottle, kneels and starts rubbing the vodka on her hands."
36880,"They walk off together as the woman who received CPR from Jack is crying, kissing a necklace.","They walk off together as she is crying, kissing a necklace."
36883,Cut to Jack and the woman.,Cut to them.
36884,"She sits behind him, gritting her teeth as she sews.","She sits behind him, gritting her teeth as she sews."
36887,Jack bites down.,He bites down.
36888,Jack shakes his head.,He shakes his head.
36889,"She turns to him, then back at her task.","She turns to him, then back at her task."
36891,He smiles and shakes his head.,He smiles and shakes his head.
36893,He stares into the distance.,He stares into the distance.
36894,She stares at him from behind.,She stares at him from behind.
36895,He looks back as she looks down.,He looks back as she looks down.
36898,He turns and they stare at each other.,He turns and they stare at each other.
36900,People gather in small groups around fires at the site of the crash.,People gather in small groups around fires at the site of the crash.
36902,"Charlie has taped his fingers, writing the word fate with a letter on each finger.","He has taped his fingers, writing the word fate with a letter on each finger."
36904,Sayid sits next to him.,He sits next to him.
36905,They both stare at the fire.,They both stare at the fire.
36906,Charlie goes back to writing on his fingers.,He goes back to writing on his fingers.
36907,A well-dressed blonde woman paints her toenails.,She paints her toenails.
36908,"He turns away, looks down.","He turns away, looks down."
36910,He gives her the chocolate bar again.,He gives her the chocolate bar again.
36913,He opens the packaging and takes a bite.,He opens the packaging and takes a bite.
36916,Then she looks back at her feet.,Then she looks back at her feet.
36917,The curly-headed man sits next to her.,He sits next to her.
36918,He hands her a portion of packaged food.,He hands her a portion of packaged food.
36920,He takes plastic cutlery from a chest pocket on a shirt and gives it to her.,He takes plastic cutlery from a chest pocket on a shirt and gives it to her.
36922,The curly-headed man stands and leaves.,He stands and leaves.
36925,Cut to a man sitting next to his son.,Cut to him sitting next to him.
36926,The boy looks into the distance while lying down.,He looks into the distance while lying down.
36929,Cut to a Korean couple sitting together.,Cut to they sitting together.
36930,A hand holding a plane-shaped leaf appears.,A hand holding a plane-shaped leaf appears.
36931,Maybe... Jack moves the plane.,Maybe... he moves the plane.
36932,Jack stares at the fire.,He stares at the fire.
36934,She stares at the fire.,She stares at the fire.
36935,She drops her head.,She drops her head.
36936,She turns to Jack.,She turns to him.
36937,He's looking at her.,He's looking at her.
36938,Jack looks away.,He looks away.
36940,Jack smiles and looks down.,He smiles and looks down.
36942,He throws his leaf plane away.,He throws his leaf plane away.
36944,She points to her left.,She points to her left.
36945,Jack stares into the distance.,He stares into the distance.
36946,"Jack licks his lips, shuffles in his place.","He licks his lips, shuffles in his place."
36949,They both smile.,They both smile.
36950,They jerk their heads towards the strange sound.,They jerk their heads towards the strange sound.
36951,It's coming from the woods.,It's coming from the woods.
36952,The survivors on the beach turn toward the sound.,The survivors on the beach turn toward the sound.
36953,Kate turns to Jack as they both stand up.,He turns to him as they both stand up.
36955,Sayid stands up next to Charlie.,He stands up next to him.
36956,A haze starts coming down the wooded hills.,A haze starts coming down the wooded hills.
36957,A tree collapses.,A tree collapses.
36958,The pregnant woman turns to the curly-headed man.,He turns to him.
36959,The lifeguard stands and runs toward the tree line.,He stands and runs toward the tree line.
36961,"Kate and Jack hurry past the campsite toward the tree line, gathering next to the rest of the survivors.","They hurry past the campsite toward the tree line, gathering next to the rest of the survivors."
36963,They all stand together looking at the woods.,They all stand together looking at the woods.
36965,Everyone jerks their head in the direction of the noise.,Everyone jerks their head in the direction of the noise.
36966,A noise in the opposite direction makes them turn again as multiple trees start collapsing in distance.,A noise in the opposite direction makes them turn again as multiple trees start collapsing in distance.
36968,Kate and Jack stand next to Charlie.,They stand next to him.
36969,Cut to black.,Cut to black.
36970,An airplane wing soars above a cloudy sky.,An airplane wing soars above a cloudy sky.
36971,He turns toward her.,He turns toward her.
36972,She smiles and hands him two small bottles of vodka from the cart.,She smiles and hands him two small bottles of vodka from the cart.
36974,She smiles and winks at him as she rolls the cart away.,She smiles and winks at him as she rolls the cart away.
36977,"He stares at her, then puts a bottle in his pocket.","He stares at her, then puts a bottle in his pocket."
36979,Jack opens the second bottle and empties it into his drink.,He opens the second bottle and empties it into his drink.
36981,He gulps the entire drink down in one sip.,He gulps the entire drink down in one sip.
36982,Jack sits across the woman he saved with CPR on the beach.,He sits across her on the beach.
36983,He takes the bottle and the cup and stands up in the aisle.,He takes the bottle and the cup and stands up in the aisle.
36986,Charlie brushes past him.,He brushes past him.
36987,Several flight attendants run after Charlie.,They run after him.
36988,The woman turns to Jack.,The woman turns to him.
36989,The plane shakes as the woman grabs onto the armrests of her seat.,The plane shakes as he grabs onto the armrests of his seat.
36991,The plane jerks as a man is sent crashing against the roof.,The plane jerks as he is sent crashing against the roof.
36992,The passengers grab onto their seats as the plane shakes violently.,The passengers grab onto their seats as the plane shakes violently.
36994,Oxygen masks drop down from the roof.,Oxygen masks drop down from the roof.
36995,The passengers reach for the oxygen masks.,They reach for the oxygen masks.
36996,Jack and the woman put on their oxygen masks.,He and she put on their oxygen masks.
36997,Jack stares at the woman.,He stares at her.
36998,Charlie turns away.,He turns away.
36999,Charlie stands as Jack nods.,He stands as he nods.
37002,Cut to an open green field at the foot of a large wooded cliff.,Cut to an open green field at the foot of a large wooded cliff.
37003,"Jack, Charlie, and Kate walk out of the tree line.",They walk out of the tree line.
37004,Jack points.,He points.
37005,Charlie nods as Jack walks away.,He nods as he walks away.
37006,Charlie makes it past the seat with the dead body in it.,He makes it past the seat with the dead body in it.
37008,"He stops and stares at it, then continues.","He stops and stares at it, then continues."
37011,"He slips on the wet floor and manages to catch the leg of a seat, pulling himself back up.","He slips on the wet floor and manages to catch the leg of a seat, pulling himself back up."
37014,Jack reaches the door to the cockpit and tries to open it to no avail.,He reaches the door to the cockpit and tries to open it to no avail.
37016,He looks around his surroundings and finds a fire extinguisher.,He looks around his surroundings and finds a fire extinguisher.
37018,He picks it up as Charlie reaches him.,He picks it up as he reaches him.
37020,Jack starts to bang on the door lock.,He starts to bang on the door lock.
37021,Jack reaches toward her.,He reaches toward her.
37022,She leans against the wall and helps Jack in.,She leans against the wall and helps him.
37024,They look around the small room.,They look around the small room.
37025,Kate grabs a bottle of water from next to the pilot's seat and hands it to Jack.,She grabs a bottle of water from next to the pilot's seat and hands it to him.
37027,Jack opens the bottle and brings it to the man's lips.,He opens the bottle and brings it to his lips.
37029,Jack examines the man's pupils.,He examines the man's pupils.
37030,"The man stares at Jack, then rolls his head back.","He stares at him, then rolls his head back."
37033,The man turns toward Kate.,He turns toward her.
37034,Kate reaches for the transceiver and passes it to the man.,He reaches for the transceiver and passes it to him.
37036,"Kate stares at Jack, then turns back to the aisle.","She stares at him, then turns back to the aisle."
37038,Jack turns to the man.,He turns to him.
37039,He is trying to work the transceiver.,He is trying to work the transceiver.
37040,Kate stumbles through the body of the plane.,She stumbles through the body of the plane.
37041,"She scans her surroundings, finding no trace of Charlie.","She scans her surroundings, finding no trace of him."
37043,Charlie pops out of a door behind Kate.,He pops out of a door behind her.
37046,The wreckage shakes.,The wreckage shakes.
37047,The group looks around frantically.,They look around frantically.
37048,"Jack helps Kate back into the cockpit room, holding her close.","He helps her back into the cockpit room, holding her close."
37050,Jack holds his hand up to the pilot.,He holds his hand up to him.
37051,Kate moves to take cover against the wall.,She moves to take cover against the wall.
37052,A shadow can be seen moving across the windows outside.,A shadow can be seen moving across the windows outside.
37053,Kate grimaces as Jack moves toward one of the side windows.,He grimaces as he moves toward one of the side windows.
37055,Jack wipes the window with his hand and stares out,He wipes the window with his hand and stares out.
37057,The pilot stands from his chair and hobbles over to the window.,He stands from his chair and hobbles over to the window.
37059,Kate climbs into his seat and looks out the opposing side windows.,She climbs into his seat and looks out the opposing side windows.
37061,The pilot approaches the front windows.,He approaches the front windows.
37062,Syed stops struggling against the father as the scruffy man stares Jack down.,He stops struggling against him as the scruffy man stares him down.
37064,Saeed and the scruffy man look at each other.,They look at each other.
37065,Jack confronts the scruffy man.,He confronts him.
37066,The scruffy man shakes his head.,He shakes his head.
37067,He walks away as Jack stares at him.,He walks away as he stares at him.
37069,Jack turns to Boone and nods.,He nods.
37070,Kate turns to Charlie.,She turns to him.
37071,He looks at her as she drops her gaze.,He looks at her as she drops her gaze.
37074,Sayid walks away.,He walks away.
37075,Jack drops his head as he leaves.,He drops his head as he leaves.
37077,Kate and Charlie look at each other.,They look at each other.
37078,Cut to Saeed sitting on the beach inspecting the transceiver.,Cut to he sitting on the beach inspecting the transceiver.
37080,The curly-headed man sits next to him.,The curly-headed man sits next to him.
37081,They both look in the distance.,They both look in the distance.
37082,"Saeed looks at the curly-headed man and smiles, then turns back to the transceiver.","He looks at the curly-headed man and smiles, then turns back to the transceiver."
37085,"Saeed turns again to the man, eyeing him up.","He turns again to him, eyeing him up."
37087,The curly-headed man extends his hand to Sayid.,The curly-headed man extends his hand to her.
37088,Sayid extends his to Hurley.,He extends his to her.
37090,"Hurley looks at Sayid's hand, then shakes it.","He looks at his hand, then shakes it."
37092,"Syed turns to Hurley who is craning his head back, mouth open.","He turns to him who is craning his head back, mouth open."
37094,Hurley looks away.,He looks away.
37095,Cut to waves crashing on the beach.,Cut to waves crashing on the beach.
37096,Kate stands in the shallow water.,She stands in the shallow water.
37097,She's reaching for the water and cleaning her arms.,She's reaching for the water and cleaning her arms.
37099,"She points to her right as she speaks, then points again repeatedly.","She points to her right as she speaks, then points again repeatedly."
37101,Kate stares and nods.,She stares and nods.
37103,The Korean woman smiles briefly.,She smiles briefly.
37104,Jack turns quickly to Kate.,He turns quickly to her.
37105,Jack tilts his head to the side.,He tilts his head to the side.
37109,Cut to the Korean couple sitting on the beach.,Cut to them sitting on the beach.
37110,"Boone looks away, then kneels next to his sister.","He looks away, then kneels next to her."
37113,Shannon moves her hair away from her face.,She moves her hair away from her face.
37115,Shannon looks around her as Boone stares at her.,He looks around her as he stares at her.
37117,"In the back, Saeed and Kate are grabbing their stuff.","In the back, they are grabbing their stuff."
37118,He tries to grab her.,He tries to grab her.
37119,Kate and Saeed turn.,They turn.
37120,Charlie arrives.,He arrives.
37121,He's smoking a cigarette while reading a page torn from a notebook.,He's smoking a cigarette while reading a page torn from a notebook.
37123,"Syed, Kate, Boone, Charlie, and Shannon pass behind him as the scruffy man looks up.","Syed, Kate, Boone, Charlie, and Shannon pass behind him as the scruffy man looks up."
37125,He stares at them leave.,He stares at them leave.
37127,"The scruffy man turns back to his piece of paper, then looks at the campsite.","He turns back to his piece of paper, then looks at the campsite."
37129,Cut to the group walking through the jungle.,Cut to them walking through the jungle.
37130,The scruffy man makes his way to the front of the group.,He makes his way to the front of the group.
37131,Syed and Kate stare as he walks further forward.,They stare as he walks further forward.
37132,"Cut to a view of the tall cliffs, covered in vegetation.","Cut to a view of the tall cliffs, covered in vegetation."
37134,"The group climbs up a steep section of the cliff, grabbing onto hanging roots.","They climb up a steep section of the cliff, grabbing onto hanging roots."
37136,"The scruffy man goes first, then Kate, Charlie, Syed and the siblings.","The scruffy man goes first, then she, he, he and they."
37141,Syed helps Shannon up as Boone keeps an eye on her from behind.,He helps her up as he keeps an eye on her from behind.
37143,The scruffy man helps Kate clear a large move onto a ledge.,He helps her clear a large move onto a ledge.
37145,Charlie follows close behind.,He follows close behind.
37146,Cut to the beach.,Cut to the beach.
37147,The father sits with his head low as Jack searches bags near him.,The father sits with his head low as he searches bags near him.
37149,Jack continues to search through luggage.,He continues to search through luggage.
37150,Jack continues searching.,He continues searching.
37151,He finds a straight razor.,He finds a straight razor.
37152,He opens it and inspects the blade.,He opens it and inspects the blade.
37155,The older bald man is setting up a backgammon set on the sand.,He is setting up a backgammon set on the sand.
37157,"Walt walks a few yards behind, looking at the man.",He watches him.
37158,Walt stops.,He stops.
37159,The man continues to look forward.,He continues to look forward.
37160,Walt sits in front of the man.,He sits in front of him.
37161,Walt squints at the man.,He watches him.
37163,The man smiles.,He smiles.
37164,He grabs two checkers.,He grabs two checkers.
37165,He holds one in each hand in front of his face.,He holds one in each hand in front of his face.
37167,Then he puts them down.,Then he puts them down.
37168,The man leans in while staring at Walt.,He leans in while staring at him.
37170,"Cut to the pregnant woman sitting on airplane seats, writing in a notebook.","Cut to her sitting on airplane seats, writing in a notebook."
37172,The Korean man approaches her with a tray of clams.,He approaches her with a tray of clams.
37173,"Jack prepares bandages next to the man, soaking them with vodka.","He prepares bandages next to him, soaking them with vodka."
37175,"Hurley looks at Jack, then moves to kneel next to the man's head.","He looks at him, then moves to kneel next to the man's head."
37177,Hurley pins the wounded man's arms down.,He pins the wounded man's arms down.
37178,Jack leans forward and looks Hurley in the eyes.,He leans forward and looks him in the eyes.
37180,Hurley looks away and mutters to himself.,He looks away and mutters to himself.
37182,Jack grabs the piece of shrapnel tightly with both hands.,He grabs the piece of shrapnel tightly with both hands.
37183,Jack pulls the piece out in a single jerk.,He pulls the piece out in a single jerk.
37185,Hurley grimaces as Jack quickly takes the bandages and applies pressure to the bleeding wound.,He grimaces as he quickly takes the bandages and applies pressure to the bleeding wound.
37187,Jack moves quickly and points.,He moves quickly and points.
37189,The group by Sawyer's gun as he stares at Kate.,The group by his gun as he stares at her.
37191,Sayid gestures.,He gestures.
37192,Kate ejects it.,She ejects it.
37193,She aims at Sawyer.,She aims at him.
37194,Kate empties the chamber and picks up the bullet.,She empties the chamber and picks up the bullet.
37196,She gives the magazine to Sayid and the pistol to Sawyer.,She gives the magazine to him and the pistol to him.
37198,"As he reaches for the gun, he grabs her hand and pulls her close.","As he reaches for the gun, he grabs her hand and pulls her close."
37201,She stares him down.,She stares him down.
37203,She pulls away from him.,She pulls away from him.
37204,"He smiles as he eyes her up, putting the gun in his pants.","He smiles as he eyes her up, putting the gun in his pants."
37206,Syed stares at Kate as she walks away.,He stares at her as she walks away.
37208,Kate hesitates.,She hesitates.
37209,Her expression changes as she leaves.,Her expression changes as she leaves.
37211,The man turns to Kate.,He turns to her.
37212,He licks his lips.,He licks his lips.
37213,She stares out the window.,She stares out the window.
37216,"She turns to grab her cup, revealing the handcuffs on her wrists.","She turns to grab her cup, revealing the handcuffs on her wrists."
37218,She takes a sip.,She takes a sip.
37219,The plane is rocked by turbulence.,The plane is rocked by turbulence.
37220,Kate licks her lips and she rolls her eyes.,She licks her lips and she rolls her eyes.
37222,The Marshal turns to her.,He turns to her.
37223,He grabs his head as blood starts pouring out.,He grabs his head as blood starts pouring out.
37225,Oxygen masks pop out.,They pop out.
37226,Kate tries to reach for one but can't because of the handcuffs.,She tries to reach for one but can't because of the handcuffs.
37228,Kate struggles with the handcuffs.,She struggles with the handcuffs.
37229,She looks around her and sees everyone wearing their oxygen masks.,She looks around her and sees everyone wearing their oxygen masks.
37231,She reaches into the marshal's pocket and pulls out the keys.,She reaches into his pocket and pulls out the keys.
37233,He points to Shannon.,He points to her.
37234,Sayid places a stone.,He places a stone.
37235,An ember drops from the burning stick.,An ember drops from the burning stick.
37236,Charlie shoots Sawyer a look.,He shoots him a look.
37237,Sawyer turns to Kate.,He turns to her.
37238,Everyone around the fire looks down or away.,Everyone around the fire looks down or away.
37240,Boone jerks his head towards Saeed.,He jerks his head towards him.
37241,Sawyer lifts his gaze to look at Kate.,He lifts his gaze to look at her.
37243,Charlie drops his head as Kate stares away.,He drops his head as she stares away.
37245,Cut to Hurley and Jack at the beach.,Cut to them at the beach.
37246,Jack's building a shelter.,He's building a shelter.
37247,The marshal lies beneath.,He lies beneath.
37248,"Kate stares at the man, then offers her hand.","She stares at him, then offers her hand."
37250,The man lifts his right hand onto the table and taps it.,He lifts his right hand onto the table and taps it.
